Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18956,Homicide: A Year on the Killing Streets,David Simon,"Simon, David",,"=""0805080759""","=""9780805080759""",5,4.36,Picador,Paperback,646,2006,1991,,2014/06/17,,,read,,,,1,0
19033,The Nutshell Studies of Unexplained Death,Corinne May Botz,"Botz, Corinne May",,"=""1580931456""","=""9781580931458""",4,4.17,The Monacelli Press,Hardcover,225,2004,2004,,2014/06/17,,,read,,,,1,0
5241335,"Darkness, Take My Hand (Kenzie & Gennaro #2)",Dennis Lehane,"Lehane, Dennis",,"=""""","=""""",4,4.18,William Morrow,ebook,400,2009,1996,,2014/06/17,,,read,,,,1,0
8684949,"A Drink Before the War (Kenzie & Gennaro, #1)",Dennis Lehane,"Lehane, Dennis",,"=""""","=""""",4,3.93,HarperCollins Publishers,Kindle Edition,302,2010,1994,,2014/06/17,,,read,,,,1,0
13261812,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.15,Crown,ebook,476,2012,2012,,2014/06/17,,,read,,,,1,0
8684481,Galveston,Nic Pizzolatto,"Pizzolatto, Nic",,"=""1439166676""","=""9781439166673""",3,3.75,Scribner,Kindle Edition,276,2010,2010,,2014/06/17,,,read,,,,1,0
771408,The Physics of Baseball,Robert K. Adair,"Adair, Robert K.",,"=""0060084367""","=""9780060084363""",4,3.72,Harper Perennial,Paperback,169,2002,1990,,2014/06/17,,,read,,,,1,0
403445,Once For All Time,Betty Neels,"Neels, Betty",,"=""0373026668""","=""9780373026661""",4,4.21,Harlequin,Paperback,188,1984,1984,,2008/12/12,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",4,3.83,Penguin Classics,Paperback,327,2002,1885,,2008/12/12,fiction,fiction (#1),read,,,,1,0
45776,Feynman's Rainbow: A Search for Beauty in Physics and in Life,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0446692514""","=""9780446692519""",4,4.04,Grand Central Publishing,Paperback,192,2004,2005,,2007/01/31,,,read,,,,1,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5,4.25,Back Bay Books,Paperback,1088,2005,1996,,2007/01/31,,,read,,,,1,0
6750,The Broom of the System,David Foster Wallace,"Wallace, David Foster",,"=""0142002429""","=""9780142002421""",3,3.85,Penguin Books,Paperback,467,2004,1987,,2007/01/31,,,read,,,,1,0
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",3,3.83,Abacus,Paperback,273,2000,1999,,2007/01/31,,,read,,,,1,0
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""0316156116""","=""9780316156110""",4,4.19,"Little, Brown and Company",Hardcover,343,2005,2005,,2007/01/31,,,read,,,,1,0
6749,Oblivion,David Foster Wallace,"Wallace, David Foster",,"=""0316010766""","=""9780316010764""",4,4.07,Back Bay Books,Paperback,329,2005,2004,,2007/01/31,,,read,,,,1,0
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,"Wallace, David Foster",,"=""0316925284""","=""9780316925280""",5,4.13,Back Bay Books,Paperback,353,1998,1997,,2007/01/31,,,read,,,,1,0
414,Vineland,Thomas Pynchon,"Pynchon, Thomas",,"=""0141180633""","=""9780141180632""",0,3.76,Penguin Books,Paperback,385,1997,1990,,2007/01/31,"fiction, to-read","fiction, to-read",to-read,,,,0,0
45633,You Bright and Risen Angels (Contemporary American Fiction),William T. Vollmann,"Vollmann, William T.",,"=""0140110879""","=""9780140110876""",4,4.05,Penguin Books,Paperback,635,1988,1987,,2007/01/31,,,read,,,,1,0
45631,Expelled from Eden: A William T. Vollmann Reader,William T. Vollmann,"Vollmann, William T.","Larry McCaffery, Michael Hemmingson","=""1560254416""","=""9781560254416""",5,4.07,Grand Central Publishing,Paperback,479,2004,2004,,2007/01/31,,,read,,,,1,0
