Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22816666,Last Winter We Parted,Fuminori Nakamura,"Nakamura, Fuminori",Allison Markin Powell,"=""1616954566""","=""9781616954567""",4,3.40,Soho Crime,Kindle Edition,225,2014,2013,2015/10/09,2015/09/15,,,read,,,,1,0
17406032,Evil and the Mask,Fuminori Nakamura,"Nakamura, Fuminori",,"=""""","=""""",3,3.58,Soho Press,Kindle Edition,369,2013,2010,2015/09/14,2015/08/20,,,read,,,,1,0
24739992,The Cartel (Power of the Dog #2),Don Winslow,"Winslow, Don",,"=""""","=""""",4,4.36,Vintage Crime/Black Lizard,ebook,812,2015,2015,2015/08/20,2015/07/27,,,read,,,,1,0
20155961,Villain: A Novel,Shūichi Yoshida,"Yoshida, Shūichi",Philip Gabriel,"=""""","=""""",4,3.56,Vintage Crime/Black Lizard,Kindle Edition,306,2010,2007,2015/07/27,2015/06/22,,,read,,,,1,0
13416222,The Thief,Fuminori Nakamura,"Nakamura, Fuminori",,"=""""","=""""",4,3.52,Soho Crime ,ebook,304,2012,2009,2015/06/22,2015/05/23,,,read,,,,1,0
6646562,"Blindsighted (Grant County, #1)",Karin Slaughter,"Slaughter, Karin",,"=""""","=""""",3,4.10,HarperCollins,Kindle Edition,400,2009,2001,2015/05/11,2015/03/12,,,read,,,,1,0
190576,Remembrance of Things Past: Volume I - Swann's Way & Within a Budding Grove,Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin","=""0394711823""","=""9780394711829""",5,4.28,Vintage,Paperback,1056,1982,1913,,2014/12/31,,,read,,,,1,0
6461017,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,"=""""","=""""",4,4.08,Jove,ebook,577,2006,1998,2015/02/19,2015/02/10,,,read,,,,1,0
6422125,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""""","=""""",4,4.08,Jove,Kindle Edition,561,2007,1997,2015/02/10,2015/02/01,,,read,,,,1,0
15939503,Neuroscience,Dale Purves,"Purves, Dale",,"=""0878936467""","=""9780878936465""",4,4.14,Sinauer Associates,Unbound,759,2011,1996,,2014/12/31,,,read,,,,1,0
22310690,Dr. Mütter's Marvels: A True Tale of Intrigue and Innovation at the Dawn of Modern Medicine,Cristin O'Keefe Aptowicz,"Aptowicz, Cristin O'Keefe",,"=""0698162102""","=""9780698162105""",3,4.01,Penguin Publishing Group,Kindle Edition,384,2014,2014,2015/01/07,2014/12/28,,,read,,,,1,0
565637,The New Unconscious (Social Cognition and Social Neuroscience),Ran R. Hassin,"Hassin, Ran R.","James S. Uleman, John A. Bargh","=""0195307690""","=""9780195307696""",3,3.78,"Oxford University Press, USA",Paperback,606,2006,2004,,2014/12/31,,,read,,,,1,0
5933841,Inherent Vice,Thomas Pynchon,"Pynchon, Thomas",,"=""1594202249""","=""9781594202247""",0,3.80,Penguin Press,Hardcover,369,2009,2009,,2014/12/31,to-read,to-read (#14),to-read,,,,0,0
5563503,Imperial (Photographs),William T. Vollmann,"Vollmann, William T.",,"=""1576874893""","=""9781576874899""",4,4.19,powerHouse Books,Hardcover,224,2009,,,2014/12/31,,,read,,,,1,0
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074233""","=""9780316074230""",0,3.97,"Little, Brown & Company",Hardcover,548,2011,2011,,2014/12/31,to-read,to-read (#13),to-read,,,,0,0
946155,Understanding by Design,Grant P. Wiggins,"Wiggins, Grant P.",Jay McTighe,"=""1416600353""","=""9781416600350""",4,3.94,Assn. for Supervision & Curriculum Development,Paperback,370,2005,1998,,2014/12/31,,,read,,,,1,0
11998014,The Varieties of Religious Experience: A Study in Human Nature,William  James,"James, William",,"=""1463518935""","=""9781463518936""",4,4.00,CreateSpace,Paperback,420,2011,1902,,2014/12/31,,,read,,,,1,0
9521239,An Idiot Abroad: The Travel Diaries of Karl Pilkington,Karl Pilkington,"Pilkington, Karl","Ricky Gervais, Stephen Merchant","=""""","=""""",5,3.85,,Kindle Edition,296,,2010,,2014/12/31,,,read,,,,1,0
3420471,The Easy Chain,Evan Dara,"Dara, Evan",,"=""0980226600""","=""9780980226607""",0,4.30,"Aurora, Incorporated",Paperback,474,2008,2008,,2014/12/31,to-read,to-read (#12),to-read,,,,0,0
17406532,"Doctor Sleep (The Shining, #2)",Stephen  King,"King, Stephen",,"=""""","=""""",2,4.13,Scribner,ebook,658,2013,2013,,2014/12/31,,,read,,,,1,0
13093011,The Blooding,Joseph Wambaugh,"Wambaugh, Joseph",,"=""1453239073""","=""9781453239070""",4,3.98,MysteriousPress.com/Open Road,Kindle Edition,428,2011,1989,,2014/12/31,,,read,,,,1,0
22363240,"A Cold and Broken Hallelujah (Long Beach Homicide, #3)",Tyler Dilts,"Dilts, Tyler",,"=""1477874496""","=""9781477874493""",4,3.76,Thomas & Mercer,Kindle Edition,298,2014,2014,,2014/12/31,,,read,,,,1,0
21981632,Do Zombies Dream of Undead Sheep?: A Neuroscientific View of the Zombie Brain,Timothy Verstynen,"Verstynen, Timothy",Bradley Voytek,"=""0691157286""","=""9780691157283""",5,4.08,Princeton University Press,Hardcover,272,2014,2014,,2014/12/31,,,read,,,,1,0
31947,Philosophy and the Mirror of Nature,Richard Rorty,"Rorty, Richard",,"=""0691020167""","=""9780691020167""",5,4.03,Princeton University Press,Paperback,417,1981,1979,,2014/12/31,,,read,,,,1,0
41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,"Glassner, Barry",,"=""0465014909""","=""9780465014903""",5,3.70,Basic Books,Paperback,210,2000,1999,,2014/12/31,,,read,,,,1,0
66322,Creativity: Flow and the Psychology of Discovery and Invention,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060928204""","=""9780060928209""",4,4.06,Harper Perennial,Paperback,372,1997,1996,,2014/12/31,,,read,,,,1,0
103867,"Descartes' Error: Emotion, Reason and the Human Brain",António Damásio,"Damásio, António",,"=""014303622X""","=""9780143036227""",4,3.95,Penguin Books Ltd,Paperback,336,2005,1994,,2014/12/31,,,read,,,,1,0
681941,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",3,4.08,Vintage,Paperback,496,1995,1994,,2014/12/31,,,read,,,,1,0
12073,Philosophical Investigations,Ludwig Wittgenstein,"Wittgenstein, Ludwig",G.E.M. Anscombe,"=""0631231277""","=""9780631231271""",0,4.26,"Blackwell Publishing, Inc.",Hardcover,246,2001,1953,,2014/12/31,to-read,to-read (#11),to-read,,,,0,0
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Ramachandran, V.S.","Sandra Blakeslee, Oliver Sacks","=""0688172172""","=""9780688172176""",4,4.27,William Morrow Paperbacks,Paperback,352,1999,1998,,2014/12/31,,,read,,,,1,0
765227,The Pleasure of the Text,Roland Barthes,"Barthes, Roland",Richard Miller,"=""0374521603""","=""9780374521608""",4,4.00,Hill and Wang,Paperback,67,1975,1973,,2014/12/31,,,read,,,,1,0
155396,The Meaning of Everything: The Story of the Oxford English Dictionary,Simon Winchester,"Winchester, Simon",,"=""019517500X""","=""9780195175004""",4,3.99,Oxford University Press,Paperback,288,2004,2003,,2014/12/31,,,read,,,,1,0
22613,Simulacra and Simulation,Jean Baudrillard,"Baudrillard, Jean",Sheila Faria Glaser,"=""0472065211""","=""9780472065219""",4,4.00,University of Michigan Press,Paperback,164,1994,1981,,2014/12/31,,,read,,,,1,0
90078,An Essay Concerning Human Understanding,John Locke,"Locke, John",,"=""1406790273""","=""9781406790276""",5,3.86,Read Books,Paperback,355,2007,1690,,2014/12/31,,,read,,,,1,0
287585,Course in General Linguistics,Ferdinand de Saussure,"Saussure, Ferdinand de",Roy Harris,"=""0812690230""","=""9780812690231""",4,3.96,Open Court,Paperback,236,1998,1916,,2014/12/31,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",4,4.24,Harvest Books,Paperback,311,2004,1966,,2014/12/31,,,read,,,,1,0
21996,The Devil in the White City,Erik Larson,"Larson, Erik",Tony Goldwyn,"=""0739303406""","=""9780739303405""",4,4.00,Random House Audio Publishing Group,Paperback,496,2003,2003,,2014/12/31,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",4,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2014/12/31,,,read,,,,1,0
83533,The Age of Spiritual Machines,Ray Kurzweil,"Kurzweil, Ray",,"=""0140282025""","=""9780140282023""",2,3.89,Penguin ,Trade Paperback,388,2000,1998,,2014/12/31,,,read,,,,1,0
13557108,Consciousness: Confessions of a Romantic Reductionist,Christof Koch,"Koch, Christof",,"=""0262017490""","=""9780262017497""",0,4.09,The MIT Press,Hardcover,184,2012,2012,,2014/12/31,to-read,to-read (#10),to-read,,,,0,0
373969,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,"=""0670063274""","=""9780670063277""",3,3.91,Viking Penguin,Hardcover,499,2007,2007,,2014/12/31,,,read,,,,1,0
9454,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","J.N. Findlay, A.V. Miller","=""0198245971""","=""9780198245971""",5,3.97,Oxford University Press,Paperback,640,1976,1807,,2014/12/31,,,read,,,,1,0
2074,Kinds of Minds: Toward an Understanding of Consciousness,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0465073514""","=""9780465073511""",4,3.82,Basic Books,Paperback,184,1997,1996,,2014/12/31,,,read,,,,1,0
2652751,Kluge: The Haphazard Construction of the Human Mind,Gary F. Marcus,"Marcus, Gary F.",,"=""0618879641""","=""9780618879649""",4,3.83,Houghton Mifflin Harcourt,Hardcover,211,2008,2008,,2014/12/31,,,read,,,,1,0
80035,"Nature Via Nurture: Genes, Experience and What Makes Us Human",Matt Ridley,"Ridley, Matt",,"=""1841157465""","=""9781841157467""",3,4.06,Harper Perennial,Paperback,320,2004,2003,,2014/12/31,,,read,,,,1,0
170011,Neuroscience: Exploring the Brain,Mark F. Bear,"Bear, Mark F.","Barry W. Connors, Michael A. Paradiso","=""0781760038""","=""9780781760034""",4,4.28,Lippincott Williams and Wilkins,Hardcover,857,2006,1995,,2014/12/31,,,read,,,,1,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",4,4.06,Random House,Paperback,498,2006,1994,,2014/12/31,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",5,3.88,Penguin Books,Paperback,608,2003,1838,,2014/12/31,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",2,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2014/12/31,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",2,3.96,Back Bay Books,Paperback,296,2007,2005,,2014/12/31,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",2,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2014/12/31,,,read,,,,1,0
21480930,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0553418351""","=""9780553418354""",4,4.15,Broadway Books,Mass Market Paperback,560,2014,2012,,2014/12/31,,,read,,,,1,0
722367,Falconer,John Cheever,"Cheever, John",,"=""0679737863""","=""9780679737865""",0,3.64,Knopf Doubleday Publishing Group,Paperback,211,1992,1977,,2014/12/31,to-read,to-read (#9),to-read,,,,0,0
24840,Chimera,John Barth,"Barth, John",,"=""0618131701""","=""9780618131709""",0,3.71,Mariner Books,Paperback,308,2001,1972,,2014/12/31,to-read,to-read (#8),to-read,,,,0,0
587678,The Cannibal,John Hawkes,"Hawkes, John",,"=""0811200639""","=""9780811200639""",0,3.82,New Directions,Paperback,195,1962,1949,,2014/12/31,to-read,to-read (#7),to-read,,,,0,0
28456,Carpenter's Gothic,William Gaddis,"Gaddis, William",,"=""184354167X""","=""9781843541677""",0,3.85,Atlantic Books,Paperback,262,2010,1985,,2014/12/31,to-read,to-read (#6),to-read,,,,0,0
51506,Wittgenstein’s Mistress,David Markson,"Markson, David",David Foster Wallace,"=""1564782115""","=""9781564782113""",0,3.92,Dalkey Archive Press,Paperback,279,2012,1988,,2014/12/31,to-read,to-read (#5),to-read,,,,0,0
3755250,The Kindly Ones,Jonathan Littell,"Littell, Jonathan",Charlotte Mandell,"=""0061353450""","=""9780061353451""",4,4.03,Harper,Hardcover,984,2009,2006,,2014/12/31,,,read,,,,1,0
11654,Sabbath's Theater,Philip Roth,"Roth, Philip",,"=""0679772596""","=""9780679772590""",4,3.89,Vintage,Paperback,451,1996,1995,,2014/12/31,,,read,,,,1,0
152653,In the Heart of the Heart of the Country and Other Stories,William H. Gass,"Gass, William H.",,"=""0879233745""","=""9780879233747""",5,3.97,"David R. Godine, Publisher",Paperback,240,2006,1968,,2014/12/31,,,read,,,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.14,Dey Street Books,Hardcover,303,2014,2014,,2014/12/31,,,read,,,,1,0
19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0385352107""","=""9780385352109""",0,3.87,Alfred A. Knopf,Hardcover,386,2014,2013,,2014/12/31,to-read,to-read (#4),to-read,,,,0,0
20819685,The Bone Clocks,David  Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",0,3.85,Random House,Hardcover,624,2014,2014,,2014/12/31,to-read,to-read (#3),to-read,,,,0,0
8380409,The Instructions,Adam Levin,"Levin, Adam",,"=""1934781827""","=""9781934781821""",0,4.08,McSweeney's,Hardcover,1030,2010,2010,,2014/12/30,to-read,to-read (#2),to-read,,,,0,0
605684,War & War,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811216098""","=""9780811216098""",0,4.10,New Directions,Paperback,288,2006,1999,,2014/12/30,to-read,to-read (#1),to-read,,,,0,0
17717,Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges,"Borges, Jorge Luis","André Maurois, James E. Irby, Donald A. Yates","=""0811200124""","=""9780811200127""",5,4.44,New Directions,Paperback,260,1964,1962,,2014/12/30,,,read,,,,1,0
33449,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries,"Ries, Al",Jack Trout,"=""0887306667""","=""9780887306662""",3,4.05,HarperBusiness,Paperback,143,1994,1993,,2014/12/30,,,read,,,,1,0
416,Slow Learner: Early Stories,Thomas Pynchon,"Pynchon, Thomas",,"=""0316724432""","=""9780316724432""",4,3.53,Back Bay Books,Paperback,193,1985,1984,,2007/01/31,,,read,,,,1,0
156182,The Tunnel,William H. Gass,"Gass, William H.",,"=""1564782131""","=""9781564782137""",5,4.06,Dalkey Archive Press,Paperback,652,1999,1995,,2014/06/17,currently-reading,currently-reading (#1),currently-reading,,,,1,0
13041910,The Killer Inside Me,Jim Thompson,"Thompson, Jim",Stephen  King,"=""""","=""""",5,3.87,Mulholland Books,Kindle Edition,224,2011,1952,2014/12/21,2014/12/19,,,read,,,,1,0
6460221,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.01,Broadway Books,Kindle Edition,394,2006,2006,2014/12/19,2014/12/15,,,read,,,,1,0
21422732,Broken Monsters,Lauren Beukes,"Beukes, Lauren",,"=""0316216836""","=""9780316216838""",4,3.59,Mulholland Books,Kindle Edition,448,2014,2014,2014/12/14,2014/12/01,,,read,,,,1,0
45680,The Atlas,William T. Vollmann,"Vollmann, William T.",,"=""0140254498""","=""9780140254495""",3,3.89,Penguin Publishing Group,Paperback,496,1997,1996,,2007/01/31,,,read,,,,1,0
409,Against the Day,Thomas Pynchon,"Pynchon, Thomas",,"=""159420120X""","=""9781594201202""",5,4.05,Penguin Press,Hardcover,1085,2006,2006,,2007/01/31,fiction,fiction,read,,,,1,0
20824675,A Natural History of Human Thinking,Michael Tomasello,"Tomasello, Michael",,"=""0674727576""","=""9780674727571""",4,3.98,Harvard University Press,Kindle Edition,193,2014,2014,2014/12/01,2014/08/07,,,read,,,,1,0
11700464,Defending Jacob,William Landay,"Landay, William",,"=""""","=""""",3,4.00,Delacorte Press,ebook,421,2012,2012,2014/10/05,2014/10/05,,,read,,,,1,0
19997463,"Nemesis (Harry Hole, #4)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""""","=""""",4,3.98,HarperCollins e-books,ebook,482,2009,2002,2014/09/27,2014/09/27,,,read,,,,1,0
13054604,The Secret History,Donna Tartt,"Tartt, Donna",,"=""""","=""""",3,4.15,Vintage,ebook,578,2011,1992,2014/09/07,2014/08/29,,,read,,,,1,0
19807378,The Son,Jo Nesbø,"Nesbø, Jo",,"=""0385351380""","=""9780385351386""",4,4.08,Knopf Doubleday Publishing Group,Kindle Edition,658,2014,2014,2014/08/20,2014/08/14,,,read,,,,1,0
465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,"Nesbø, Jo",,"=""184343217X""","=""9781843432173""",4,3.95,Harvill Secker,Paperback,519,2006,2000,2014/08/13,2014/06/17,,,read,,,,1,0
20701513,Consciousness and the Brain: Deciphering How the Brain Codes Our Thoughts,Stanislas Dehaene,"Dehaene, Stanislas",,"=""0698151402""","=""9780698151406""",4,4.17,Penguin Books,Kindle Edition,334,2014,2014,2014/07/24,2014/06/17,,,read,,,,1,0
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""0330419129""","=""9780330419123""",4,4.01,Pan MacMillan,Paperback,432,2004,2003,,2014/06/17,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",4,3.70,Penguin Books ,Paperback,182,1999,1954,,2014/06/17,,,read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",4,4.21,Harper Business,Paperback,320,2006,1984,,2014/06/17,,,read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",5,4.12,Harper,Mass Market Paperback,417,2003,1967,,2014/06/17,,,read,,,,1,0
2895036,Mirroring People: The New Science of How We Connect with Others,Marco Iacoboni,"Iacoboni, Marco",,"=""0374210179""","=""9780374210175""",3,3.79,"Farrar, Straus and Giroux",Hardcover,320,2008,2008,,2014/06/17,,,read,,,,1,0
125777,The Feeling of What Happens: Body and Emotion in the Making of Consciousness,António Damásio,"Damásio, António",,"=""0156010755""","=""9780156010757""",4,4.01,Harcourt,Paperback,386,2000,1999,,2014/06/17,,,read,,,,1,0
371182,A Universe of Consciousness: How Matter Becomes Imagination,Gerald M. Edelman,"Edelman, Gerald M.",Giulio Tononi,"=""0465013775""","=""9780465013777""",4,4.02,Basic Books,Paperback,288,2001,2000,,2014/06/17,,,read,,,,1,0
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter,"Hofstadter, Douglas R.",Daniel C. Dennett,"=""0553345842""","=""9780553345841""",4,4.15,Bantam Books,Paperback,512,1985,1981,,2014/06/17,,,read,,,,1,0
3290105,Human: The Science Behind What Makes Us Unique,Michael S. Gazzaniga,"Gazzaniga, Michael S.",,"=""0060892889""","=""9780060892883""",3,4.04,Ecco,Hardcover,464,2008,2008,,2014/06/17,,,read,,,,1,0
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,"Kandel, Eric R.",,"=""""","=""""",4,4.14,W. W. Norton & Company,Hardcover,430,2006,2006,,2014/06/17,,,read,,,,1,0
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff,"Lakoff, George",Mark Johnson,"=""0465056741""","=""9780465056743""",3,4.08,Basic Books,Paperback,640,1999,1998,,2014/06/17,,,read,,,,1,0
181239,Metamagical Themas: Questing for the Essence of Mind and Pattern,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465045669""","=""9780465045662""",4,4.20,Basic Books,Paperback,852,1985,1985,,2014/06/17,,,read,,,,1,0
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,"Jaynes, Julian",,"=""0618057072""","=""9780618057078""",3,4.26,Mariner Books,Paperback,491,2000,1976,,2014/06/17,,,read,,,,1,0
151132,Synaptic Self: How Our Brains Become Who We Are,Joseph E. LeDoux,"LeDoux, Joseph E.",,"=""0142001783""","=""9780142001783""",4,4.00,Penguin Books,Paperback,416,2003,2002,,2014/06/17,,,read,,,,1,0
166433,Empires of the Word: A Language History of the World,Nicholas Ostler,"Ostler, Nicholas",,"=""0060935723""","=""9780060935726""",3,4.07,Harper Perennial,Paperback,615,2006,2005,,2014/06/17,,,read,,,,1,0
357298,Matter and Consciousness: A Contemporary Introduction to the Philosophy of Mind,Paul M. Churchland,"Churchland, Paul M.",,"=""0262530740""","=""9780262530743""",3,3.89,MIT Press (MA),Paperback,196,1988,1984,,2014/06/17,,,read,,,,1,0
786153,Religion Explained: The Evolutionary Origins of Religious Thought,Pascal Boyer,"Boyer, Pascal",,"=""0465006965""","=""9780465006960""",3,3.98,Basic Books,Paperback,375,2002,2001,,2014/06/17,,,read,,,,1,0
82301,Mask Market  (Burke #16),Andrew Vachss,"Vachss, Andrew",,"=""0375424229""","=""9780375424229""",3,3.81,Pantheon,Hardcover,256,2006,2006,,2014/06/17,,,read,,,,1,0
355576,"Dead and Gone (Burke, #12)",Andrew Vachss,"Vachss, Andrew",,"=""0375725261""","=""9780375725265""",4,4.04,Vintage Crime/Black Lizard,Paperback,352,2001,2000,,2014/06/17,,,read,,,,1,0
333619,"Hard Candy (Burke, #4)",Andrew Vachss,"Vachss, Andrew",,"=""0679761691""","=""9780679761693""",4,4.08,Vintage Crime/Black Lizard,Paperback,242,1995,1989,,2014/06/17,,,read,,,,1,0
355569,"Blue Belle (Burke, #3)",Andrew Vachss,"Vachss, Andrew",,"=""0679761683""","=""9780679761686""",3,4.09,Vintage Crime/Black Lizard,Paperback,340,1995,1988,,2014/06/17,,,read,,,,1,0
82300,"Strega (Burke, #2)",Andrew Vachss,"Vachss, Andrew",,"=""0679764097""","=""9780679764090""",4,4.03,Vintage Crime/Black Lizard,Paperback,293,1996,1987,,2014/06/17,,,read,,,,1,0
402,Mao II,Don DeLillo,"DeLillo, Don",,"=""0140152741""","=""9780140152746""",4,3.69,Penguin Books,Paperback,241,1992,1991,,2014/06/17,,,read,,,,1,0
50275,Last Exit to Brooklyn,Hubert Selby Jr.,"Jr., Hubert Selby",Gilbert Sorrentino,"=""0747549923""","=""9780747549925""",5,3.93,Marion Boyars,Paperback,290,2000,1964,,2014/06/17,,,read,,,,1,0
86147,"Bright Lights, Big City",Jay McInerney,"McInerney, Jay",,"=""""","=""""",4,3.81,Vintage,Paperback,208,1984,1984,,2014/06/17,,,read,,,,1,0
12885,Lost in the Funhouse,John Barth,"Barth, John",,"=""0385240872""","=""9780385240871""",4,3.68,Anchor,Paperback,205,1988,1968,,2014/06/17,,,read,,,,1,0
70791,To Build a Fire and Other Stories,Jack London,"London, Jack",,"=""0812565169""","=""9780812565164""",4,4.07,Tor Classics,Mass Market Paperback,480,1999,1908,,2014/06/17,,,read,,,,1,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",5,4.01,Penguin Books,Paperback,776,2006,1973,,2014/06/17,,,read,,,,1,0
11761,Underworld,Don DeLillo,"DeLillo, Don",,"=""0330369954""","=""9780330369954""",5,3.95,Picador,Paperback,827,1999,1997,,2014/06/17,,,read,,,,1,0
3115359,2666,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374100144""","=""9780374100148""",4,4.22,"Farrar, Straus and Giroux",Hardcover,898,2008,2004,2012/12/29,2008/12/12,,,read,,,,1,0
17675119,Neurocomic: A Comic About the Brain,Matteo Farinella,"Farinella, Matteo",Hana Ros,"=""1907704701""","=""9781907704703""",5,3.59,Nobrow,Hardcover,144,2014,2013,,2014/06/17,,,read,,,,1,0
7505023,Handbook of Bilingualism: Psycholinguistic Approaches,Judith Kroll,"Kroll, Judith",Annette M.B. DeGroot,"=""0195373650""","=""9780195373653""",4,4.00,Oxford University Press,Paperback,608,2009,2009,,2014/06/17,,,read,,,,1,0
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",,"=""0679747044""","=""9780679747048""",4,4.12,Vintage,Paperback,531,1993,,,2014/06/17,,,read,,,,1,0
7592729,Cognitive Psychology and its Implications,John R. Anderson,"Anderson, John R.",,"=""1429219483""","=""9781429219488""",3,3.81,Worth Publishers,Hardcover,469,2009,1980,,2014/06/17,,,read,,,,1,0
564202,Introduction to the Event-related Potential Technique (COGNITIVE NEUROSCIENCE),Steven J. Luck,"Luck, Steven J.",,"=""0262621967""","=""9780262621960""",4,4.49,MIT Press,Paperback,374,2005,,,2014/06/17,,,read,,,,1,0
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",5,4.23,Basic Books,Paperback,270,2005,1999,,2014/06/17,,,read,,,,1,0
266540,"The Algebraic Mind: Integrating Connectionism and Cognitive Science (Learning, Development, and Conceptual Change)",Gary F. Marcus,"Marcus, Gary F.",,"=""0262632683""","=""9780262632683""",4,3.50,Bradford Books,Paperback,242,2003,2001,,2014/06/17,,,read,,,,1,0
7195258,The Psychology and Pedagogy of Reading,Edmund Burke Huey,"Huey, Edmund Burke",,"=""0872076962""","=""9780872076969""",5,3.11,Intl Literacy Assn,Paperback,336,2009,1968,,2014/06/17,,,read,,,,1,0
13536314,The Map and the Territory (Vintage International),Michel Houellebecq,"Houellebecq, Michel",Gavin Bowd,"=""0307946533""","=""9780307946539""",4,3.95,Vintage,Paperback,288,2012,2010,,2014/06/17,,,read,,,,1,0
13212225,A Naked Singularity,Sergio de la Pava,"Pava, Sergio de la",,"=""0226141799""","=""9780226141794""",4,4.13,University of Chicago Press,Paperback,678,2012,2008,,2014/06/17,,,read,,,,1,0
45794,Clockers,Richard Price,"Price, Richard",,"=""0747562733""","=""9780747562733""",4,4.10,Bloomsbury Pub Ltd,Paperback,608,2003,1992,,2014/06/17,,,read,,,,1,0
6643543,A Naked Singularity,Sergio de la Pava,"Pava, Sergio de la",,"=""1436341981""","=""9781436341981""",4,4.13,Xlibris Corp,Paperback,689,2008,2008,,2014/06/17,,,read,,,,1,0
126584,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""0671528904""","=""9780671528904""",3,4.09,Pocket Books,Mass Market Paperback,397,1996,1995,,2014/06/17,,,read,,,,1,0
10451331,The Killer of Little Shepherds: A True Crime Story and the Birth of Forensic Science,Douglas Starr,"Starr, Douglas",,"=""0307279081""","=""9780307279088""",3,3.87,Knopf Doubleday Publishing Group,Paperback,336,2011,2010,,2014/06/17,,,read,,,,1,0
